,Team,Country_ID,Year,Season,City,Sport,Event,Medal
134063,France,FRA,1988,Summer,Seoul,Sailing,Sailing Mixed Multihull,Gold
134069,France,FRA,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
134078,France,FRA,1932,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
134095,Belgium,BEL,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Bronze
134096,Belgium,BEL,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",Bronze
134098,Belgium,BEL,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Silver
134103,Netherlands,NED,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
134110,Olle,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
134111,Olle,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
134121,Canada,CAN,1998,Winter,Nagano,Speed Skating,Speed Skating Women's 500 metres,Gold
134122,Canada,CAN,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
134124,Canada,CAN,2002,Winter,Salt Lake City,Speed Skating,Speed Skating Women's 500 metres,Gold
134131,France,FRA,1936,Summer,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
134145,France,FRA,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Silver
134150,France,FRA,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,Gold
134155,Netherlands,NED,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold
134172,France,FRA,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
134198,Lalage,GBR,1936,Summer,Berlin,Sailing,Sailing Mixed 6 metres,Gold
134199,Great Britain,GBR,1908,Summer,London,Racquets,Racquets Men's Singles,Silver
134200,Great Britain-3,GBR,1908,Summer,London,Racquets,Racquets Men's Doubles,Bronze
134202,Great Britain,GBR,1906,Summer,Athina,Athletics,Athletics Men's High Jump,Gold
134203,Great Britain,GBR,1906,Summer,Athina,Athletics,Athletics Men's Triple Jump,Silver
134204,Great Britain,GBR,1908,Summer,London,Athletics,Athletics Men's High Jump,Silver
134205,Great Britain,GBR,1900,Summer,Paris,Athletics,Athletics Men's High Jump,Silver
134206,Great Britain,GBR,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,Bronze
134230,Portugal,POR,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Bronze
134242,United States,USA,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
134244,Australia,AUS,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
134245,Sweden,SWE,1948,Summer,London,Football,Football Men's Football,Gold
134246,United States,USA,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,Bronze
134254,United States,USA,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
134259,United States,USA,1904,Summer,St. Louis,Swimming,Swimming Men's 50 yard Freestyle,Silver
134260,United States,USA,1904,Summer,St. Louis,Swimming,Swimming Men's 100 yard Freestyle,Bronze
134271,United States,USA,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
134272,United States,USA,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
134275,United States,USA,1906,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Gold
134286,Bulgaria,BUL,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze
134289,France,FRA,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
134299,Canada,CAN,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
134311,Russia,RUS,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Aerials,Bronze
134312,Soviet Union,URS,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
134326,Soviet Union,URS,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Bronze
134327,Russia,RUS,2000,Summer,Sydney,Athletics,Athletics Women's Triple Jump,Silver
134328,Russia,RUS,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,Gold
134329,Russia,RUS,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Bronze
134330,Russia,RUS,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,Silver
134331,Russia,RUS,2008,Summer,Beijing,Athletics,Athletics Women's Triple Jump,Silver
134361,Canada,CAN,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,Silver
134364,Canada,CAN,2012,Summer,London,Football,Football Women's Football,Bronze
134372,Canada,CAN,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze
134374,Canada,CAN,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
134397,Univ. of Brussels,BEL,1900,Summer,Paris,Football,Football Men's Football,Bronze
134407,France,FRA,2000,Summer,Sydney,Judo,Judo Women's Half-Heavyweight,Silver
134418,France,FRA,1932,Summer,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,Gold
134425,Russia,RUS,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,Gold
134426,France,FRA,1956,Summer,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
134453,Bulgaria,BUL,1988,Summer,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver
134454,Bulgaria,BUL,1992,Summer,Barcelona,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
134464,Italy,ITA,1968,Winter,Grenoble,Luge,Luge Women's Singles,Gold
134472,West Germany,FRG,1988,Summer,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
134478,Germany,GER,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
134491,Canada,CAN,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver
134500,United States,USA,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
134535,France,FRA,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
134540,France,FRA,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Bronze
134542,Canada,CAN,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
134545,United States,USA,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
134551,France,FRA,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
134553,France,FRA,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
134557,France,FRA,1906,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 25 metres",Gold
134561,France,FRA,1906,Summer,Athina,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,Bronze
134563,France,FRA,1906,Summer,Athina,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
134568,France,FRA,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
134573,United States,USA,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze
134620,France,FRA,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Bronze
134623,United States,USA,1992,Summer,Barcelona,Sailing,Sailing Men's One Person Dinghy,Silver
134631,United States,USA,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Gold
134632,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Gold
134633,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Gold
134634,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Gold
134635,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
134636,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
134640,France,FRA,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
134659,Soviet Union,URS,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
134660,Soviet Union,URS,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
134661,Soviet Union,URS,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
134662,Soviet Union,URS,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
134663,Soviet Union,URS,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
134665,Soviet Union,URS,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
134666,Soviet Union,URS,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
134673,Soviet Union,URS,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Silver
134674,Soviet Union,URS,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
134684,Canada,CAN,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,Silver
134689,France,FRA,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold
134691,Poland,POL,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Bronze
134692,Poland,POL,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Bronze
134698,South Korea,KOR,2004,Summer,Athina,Weightlifting,Weightlifting Men's Lightweight,Silver
134704,South Korea,KOR,2012,Summer,London,Football,Football Men's Football,Bronze
134711,South Korea,KOR,2004,Summer,Athina,Shooting,Shooting Women's Trap,Bronze
134712,South Korea,KOR,2004,Summer,Athina,Shooting,Shooting Women's Double Trap,Silver
134720,South Korea,KOR,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,Silver
134737,South Korea,KOR,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
134766,South Korea,KOR,2008,Summer,Beijing,Archery,Archery Men's Team,Gold
134777,South Korea-1,KOR,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,Bronze
134779,South Korea-2,KOR,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,Bronze
134790,Malaysia,MAS,2008,Summer,Beijing,Badminton,Badminton Men's Singles,Silver
134791,Malaysia,MAS,2012,Summer,London,Badminton,Badminton Men's Singles,Silver
134792,Malaysia,MAS,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Silver
134809,South Korea,KOR,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
134810,South Korea,KOR,2012,Summer,London,Taekwondo,Taekwondo Men's Flyweight,Silver
134811,South Korea,KOR,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Bronze
134823,United States,USA,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
134825,United States,USA,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
134836,South Korea-1,KOR,2000,Summer,Sydney,Badminton,Badminton Men's Doubles,Silver
134837,South Korea,KOR,2004,Summer,Athina,Badminton,Badminton Men's Doubles,Silver
134848,South Korea,KOR,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Silver
134854,South Korea,KOR,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
134862,South Korea,KOR,1992,Summer,Barcelona,Archery,Archery Women's Team,Gold
134864,South Korea,KOR,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Silver
134880,South Korea-1,KOR,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,Silver
134881,South Korea,KOR,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Silver
134895,South Korea,KOR,2006,Winter,Torino,Speed Skating,Speed Skating Men's 500 metres,Bronze
134918,South Korea,KOR,1988,Summer,Seoul,Handball,Handball Women's Handball,Gold
134920,South Korea,KOR,2004,Summer,Athina,Handball,Handball Women's Handball,Silver
134939,South Korea,KOR,1988,Summer,Seoul,Judo,Judo Men's Half-Lightweight,Gold
134949,South Korea-1,KOR,2004,Summer,Athina,Badminton,Badminton Women's Doubles,Bronze
134950,South Korea-1,KOR,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Silver
134980,South Korea,KOR,1988,Summer,Seoul,Archery,Archery Men's Team,Gold
134992,South Korea,KOR,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
134996,South Korea,KOR,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
134997,South Korea,KOR,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Silver
134998,South Korea,KOR,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
135000,South Korea,KOR,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
135002,South Korea,KOR,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
135005,South Korea,KOR,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold
135013,Canada,CAN,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
135040,South Korea,KOR,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
135042,South Korea,KOR,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Silver
135061,South Korea-1,KOR,2008,Summer,Beijing,Badminton,Badminton Mixed Doubles,Gold
135062,South Korea-1,KOR,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Silver
135097,South Korea,KOR,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Bronze
135098,South Korea-1,KOR,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,Bronze
135100,South Korea,KOR,1988,Summer,Seoul,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze
135120,South Korea,KOR,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
135146,South Korea,KOR,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
135147,South Korea,KOR,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
135148,South Korea,KOR,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
135161,South Korea,KOR,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Silver
135173,South Korea,KOR,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
135194,South Korea,KOR,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
135216,South Korea,KOR,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Silver
135217,South Korea,KOR,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
135226,South Korea,KOR,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze
135227,South Korea,KOR,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
135232,South Korea,KOR,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
135255,Hong Kong,HKG,1996,Summer,Atlanta,Sailing,Sailing Women's Windsurfer,Gold
135265,South Korea,KOR,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Silver
135272,South Korea,KOR,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold
135275,South Korea,KOR,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
135305,United States,USA,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Heavyweight,Gold
135324,United States,USA,1948,Summer,London,Diving,Diving Men's Springboard,Bronze
135325,United States,USA,1948,Summer,London,Diving,Diving Men's Platform,Gold
135326,United States,USA,1952,Summer,Helsinki,Diving,Diving Men's Platform,Gold
135331,South Korea,KOR,1996,Summer,Atlanta,Handball,Handball Women's Handball,Silver
135333,South Korea,KOR,2004,Summer,Athina,Handball,Handball Women's Handball,Silver
135341,South Korea,KOR,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Individual",Bronze
135351,South Korea,KOR,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's 500 metres,Gold
135353,South Korea,KOR,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,Gold
135357,South Korea,KOR,1988,Summer,Seoul,Handball,Handball Men's Handball,Silver
135387,South Korea,KOR,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Welterweight,Gold
135407,South Korea,KOR,2004,Summer,Athina,Archery,Archery Women's Individual,Silver
135408,South Korea,KOR,2004,Summer,Athina,Archery,Archery Women's Team,Gold
135410,South Korea,KOR,2012,Summer,London,Archery,Archery Women's Team,Gold
135413,South Korea,KOR,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,Bronze
135414,South Korea,KOR,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,Silver
135417,South Korea,KOR,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
135420,South Korea,KOR,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 5,000 metres",Silver
135421,South Korea,KOR,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
135425,South Korea,KOR,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver
135433,South Korea,KOR,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze
135434,South Korea,KOR,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
135437,South Korea,KOR,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Gold
135466,South Korea,KOR,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze
135467,South Korea,KOR,1984,Summer,Los Angeles,Handball,Handball Women's Handball,Silver
135469,South Korea,KOR,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze
135470,Australia,AUS,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Bronze
135481,South Korea,KOR,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
135488,United States,USA,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze
135495,Australia,AUS,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
135498,Hong Kong,HKG,2012,Summer,London,Cycling,Cycling Women's Keirin,Bronze
135508,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
135510,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Gold
135512,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Gold
135514,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Silver
135515,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
135517,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
135519,United States,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Single Shot, Team",Bronze
135522,South Korea,KOR,2004,Summer,Athina,Judo,Judo Men's Lightweight,Gold
135548,South Korea,KOR,1984,Summer,Los Angeles,Handball,Handball Women's Handball,Silver
135564,South Korea-1,KOR,2008,Summer,Beijing,Badminton,Badminton Mixed Doubles,Gold
135567,South Korea-1,KOR,2012,Summer,London,Badminton,Badminton Men's Doubles,Bronze
135571,South Korea,KOR,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
135586,Great Britain,GBR,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
135593,Canada,CAN,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
135599,Australia,AUS,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Bronze
135600,Australia,AUS,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
135604,Minerva Amsterdam,NED,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
135615,United States,USA,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
